ge_qname	ge_hostname	ge_group	ge_owner	ge_job_name	ge_job_number	ge_account	ge_account_prio	tmp_submission_time	tmp_start_time	tmp_end_time	ge_failed	ge_exit_status	ge_ru_wallclock	ge_ru_utime	ge_ru_stime	ge_ru_maxrss	ge_ru_ixrss	ge_ru_ismrss	ge_ru_idrss	ge_ru_isrss	ge_ru_minflt	ge_ru_majflt	ge_ru_nswap	ge_ru_inblock	ge_ru_oublock	ge_ru_msgsnd	ge_ru_msgrcv	ge_ru_nsignals	ge_ru_nvcsw	ge_ru_nivcsw	ge_project	ge_department	ge_granted_pe	ge_slots	ge_task_number	ge_cpu	ge_mem	ge_io	ge_category	ge_iow	ge_pe_taskid	ge_maxvmem	ge_arid	tmp_ar_submission_time	ge_submission_time	ge_start_time	ge_end_time	ge_ar_submission_time
production	cn8-29.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151948	sge	0	1392314825	1392338048	1392340589	0	0	2541	2312	37	4727068	0	0	0	0	2689690	2	0	14720184	44251688	0	0	0	0	176942	NONE	defaultdepartment	NONE	1	0	2349	33808	33	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15474352128	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 20:16:29	2014-06-17 22:44:16
production	cn8-37.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151949	sge	0	1392314825	1392338048	1392341994	0	0	3946	3659	51	4859116	0	0	0	0	4080767	2	0	19667320	61043048	0	0	0	0	290404	NONE	defaultdepartment	NONE	1	0	3709	53624	45	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15560511488	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 20:39:54	2014-06-17 22:44:16
production	cn6-19.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151950	sge	0	1392314825	1392338048	1392341615	0	0	3567	3393	35	2664024	0	0	0	0	2867683	1	0	12460048	38957544	0	0	0	0	167674	NONE	defaultdepartment	NONE	1	0	3427	49261	28	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15475032064	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 20:33:35	2014-06-17 22:44:16
production	cn8-37.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151951	sge	0	1392314825	1392338048	1392339731	0	0	1683	1559	24	4811704	0	0	0	0	2300687	1	0	9772712	29343416	0	0	0	0	128485	NONE	defaultdepartment	NONE	1	0	1583	22800	22	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15551520768	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 20:02:11	2014-06-17 22:44:15
production	cn6-19.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151952	sge	0	1392314825	1392338048	1392345565	0	0	7517	6839	106	3769904	0	0	0	0	6567833	1	0	48124808	155748064	0	0	0	0	453532	NONE	defaultdepartment	NONE	1	0	6946	100065	114	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15524573184	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 21:39:25	2014-06-17 22:44:17
production	cn8-28.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151953	sge	0	1392314825	1392338048	1392339962	0	0	1914	1919	4	3167420	0	0	0	0	987143	10	0	341168	676632	0	0	0	0	9553	NONE	defaultdepartment	NONE	1	0	1923	27718	1	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15494168576	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 20:06:02	2014-06-17 22:44:16
production	cn3-246.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_indelRealigner	6151954	sge	0	1392314825	1392338048	1392338191	0	0	143	143	6	5669020	0	0	0	0	1456034	16	0	1272264	3854784	0	0	0	0	17612	NONE	defaultdepartment	NONE	1	0	149	2126	2	-U production -u lheisler -q production -l h_stack=256M,h_vmem=16G	0	NONE	15417241600	0	0	2014-02-13 13:07:05	2014-02-13 19:34:08	2014-02-13 19:36:31	2014-06-17 22:44:15
production	cn4-98.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151955	sge	0	1392314825	1392398011	1392425222	0	0	27211	30132	835	4193704	0	0	0	0	1265271	48	0	2007883096	555358560	0	0	0	0	2906400	NONE	defaultdepartment	NONE	1	0	30967	135787	609	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4817776640	0	0	2014-02-13 13:07:05	2014-02-14 12:13:31	2014-02-14 19:47:02	2014-06-17 22:45:52
production	cn3-137.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151956	sge	0	1392314825	1392398011	1392436456	0	0	38445	31909	2592	4217840	0	0	0	0	1466783	134	0	2752206616	578734848	0	0	0	0	4488178	NONE	defaultdepartment	NONE	1	0	34501	153883	635	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4810493952	0	0	2014-02-13 13:07:05	2014-02-14 12:13:31	2014-02-14 22:54:16	2014-06-17 22:45:56
production	cn6-60.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151957	sge	0	1392314825	1392398011	1392421091	0	0	23080	26301	686	4219960	0	0	0	0	1237176	36	0	1701039056	487759208	0	0	0	0	2227764	NONE	defaultdepartment	NONE	1	0	26988	118585	535	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4874895360	0	0	2014-02-13 13:07:05	2014-02-14 12:13:31	2014-02-14 18:38:11	2014-06-17 22:45:51
production	cn3-139.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151958	sge	0	1392314825	1392398011	1392430321	0	0	32310	24831	2053	4191488	0	0	0	0	1445886	64	0	2068940768	458934168	0	0	0	0	3489021	NONE	defaultdepartment	NONE	1	0	26884	121212	504	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4872425472	0	0	2014-02-13 13:07:05	2014-02-14 12:13:31	2014-02-14 21:12:01	2014-06-17 22:45:53
production	cn4-90.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151959	sge	0	1392314825	1392735178	1392752357	0	0	17179	23681	533	4204324	0	0	0	0	1243607	40	0	1437683304	445126344	0	0	0	0	1707378	NONE	defaultdepartment	NONE	1	0	24214	105451	489	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4812517376	0	0	2014-02-13 13:07:05	2014-02-18 09:52:58	2014-02-18 14:39:17	2014-06-17 22:47:47
production	cn3-137.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151960	sge	0	1392314825	1392398011	1392428363	0	0	30352	22542	2059	4232952	0	0	0	0	1258984	122	0	2105437544	407352152	0	0	0	0	3543992	NONE	defaultdepartment	NONE	1	0	24601	110437	447	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4873687040	0	0	2014-02-13 13:07:05	2014-02-14 12:13:31	2014-02-14 20:39:23	2014-06-17 22:45:53
production	cn4-95.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151961	sge	0	1392314826	1392398011	1392413888	0	0	15877	20563	471	4172340	0	0	0	0	1222734	147	0	1174585640	374927000	0	0	0	0	1389143	NONE	defaultdepartment	NONE	1	0	21034	92608	411	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4814217216	0	0	2014-02-13 13:07:06	2014-02-14 12:13:31	2014-02-14 16:38:08	2014-06-17 22:45:37
production	cn3-139.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151962	sge	0	1392314826	1392398011	1392423268	0	0	25257	19387	1764	4141820	0	0	0	0	1337868	82	0	1815588752	353414136	0	0	0	0	2792260	NONE	defaultdepartment	NONE	1	0	21151	94903	776	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4865695744	0	0	2014-02-13 13:07:06	2014-02-14 12:13:31	2014-02-14 19:14:28	2014-06-17 22:45:52
production	cn3-240.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151963	sge	0	1392314826	1392398011	1392407272	0	0	9261	18001	351	4239272	0	0	0	0	1240825	5	0	377955416	266324600	0	0	0	0	2891426	NONE	defaultdepartment	NONE	1	0	18352	80669	292	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4765741056	0	0	2014-02-13 13:07:06	2014-02-14 12:13:31	2014-02-14 14:47:52	2014-06-17 22:44:38
production	cn3-177.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151964	sge	0	1392314826	1392398011	1392414176	0	0	16165	16002	1136	4192104	0	0	0	0	1261851	84	0	1130395136	320816000	0	0	0	0	2621160	NONE	defaultdepartment	NONE	1	0	17138	76304	352	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4809084928	0	0	2014-02-13 13:07:06	2014-02-14 12:13:31	2014-02-14 16:42:56	2014-06-17 22:45:39
production	cn3-119.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151965	sge	0	1392314826	1392398011	1392411491	0	0	13480	15935	848	4220820	0	0	0	0	1256357	61	0	926915184	315453048	0	0	0	0	1121449	NONE	defaultdepartment	NONE	1	0	16782	75779	346	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4878188544	0	0	2014-02-13 13:07:06	2014-02-14 12:13:31	2014-02-14 15:58:11	2014-06-17 22:45:06
production	cn3-239.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151966	sge	0	1392314826	1392398012	1392408021	0	0	10009	21571	333	4271456	0	0	0	0	1190170	8	0	410344992	313551328	0	0	0	0	2541695	NONE	defaultdepartment	NONE	1	0	21904	97202	344	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4896055296	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 15:00:21	2014-06-17 22:44:50
production	cn3-114.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151967	sge	0	1392314826	1392398012	1392407054	0	0	9042	11672	530	4170816	0	0	0	0	1222702	58	0	523959408	232399080	0	0	0	0	639990	NONE	defaultdepartment	NONE	1	0	12203	54402	255	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4802297856	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 14:44:14	2014-06-17 22:44:38
production	cn3-138.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151968	sge	0	1392314826	1392398012	1392406539	0	0	8527	11091	503	4200812	0	0	0	0	1287008	66	0	447408760	212583248	0	0	0	0	561290	NONE	defaultdepartment	NONE	1	0	11594	51714	233	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4811005952	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 14:35:39	2014-06-17 22:44:38
production	cn3-240.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151969	sge	0	1392314826	1392398012	1392405183	0	0	7171	13757	281	4199372	0	0	0	0	1186231	12	0	286101672	204751344	0	0	0	0	2304114	NONE	defaultdepartment	NONE	1	0	14037	62100	225	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4828061696	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 14:13:03	2014-06-17 22:44:37
production	cn6-21.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151970	sge	0	1392314826	1392398012	1392404133	0	0	6121	8882	206	4221188	0	0	0	0	1187464	3	0	241105800	184672120	0	0	0	0	506385	NONE	defaultdepartment	NONE	1	0	9088	40822	202	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4885360640	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 13:55:33	2014-06-17 22:44:37
production	cn3-140.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151971	sge	0	1392314826	1392398012	1392404719	0	0	6707	8087	413	4133768	0	0	0	0	1188481	56	0	339453536	169264912	0	0	0	0	1113438	NONE	defaultdepartment	NONE	1	0	8499	37913	185	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4809764864	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 14:05:19	2014-06-17 22:44:37
production	cn3-176.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151972	sge	0	1392314826	1392398012	1392405715	0	0	7703	9462	470	4140280	0	0	0	0	1184895	39	0	429267912	187213288	0	0	0	0	706810	NONE	defaultdepartment	NONE	1	0	9932	44136	205	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4809080832	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 14:21:55	2014-06-17 22:44:37
production	cn3-218.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151973	sge	0	1392314826	1392398012	1392401048	0	0	3036	6628	112	4177648	0	0	0	0	1118573	4	0	135151752	102474784	0	0	0	0	341647	NONE	defaultdepartment	NONE	1	0	6740	30430	112	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4962312192	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 13:04:08	2014-06-17 22:44:36
production	cn3-177.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151974	sge	0	1392314826	1392398012	1392406078	0	0	8066	6873	572	4073420	0	0	0	0	1161782	62	0	469756456	140980344	0	0	0	0	1499965	NONE	defaultdepartment	NONE	1	0	7445	32998	154	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4799049728	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 14:27:58	2014-06-17 22:44:37
production	cn8-28.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151975	sge	0	1392314826	1392398012	1392400747	0	0	2735	5024	90	4172944	0	0	0	0	1099673	3	0	120014784	89775320	0	0	0	0	440982	NONE	defaultdepartment	NONE	1	0	5114	22799	99	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4831580160	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 12:59:07	2014-06-17 22:44:35
production	cn8-35.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151976	sge	0	1392314826	1392398012	1392399983	0	0	1971	4414	68	4104624	0	0	0	0	1115368	3	0	90781936	67936304	0	0	0	0	288074	NONE	defaultdepartment	NONE	1	0	4482	20340	74	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4895911936	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 12:46:23	2014-06-17 22:44:34
production	cn3-243.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151977	sge	0	1392314826	1392398012	1392410472	0	0	12460	23719	415	4279644	0	0	0	0	1245041	2	0	491482920	358595864	0	0	0	0	3274109	NONE	defaultdepartment	NONE	1	0	24134	106484	394	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4763181056	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 15:41:12	2014-06-17 22:45:02
production	cn3-246.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151978	sge	0	1392314826	1392398012	1392398058	0	0	46	45	4	2318840	0	0	0	0	604525	14	0	2221808	1567856	0	0	0	0	8279	NONE	defaultdepartment	NONE	1	0	48	204	2	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4629078016	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 12:14:18	2014-06-17 22:44:33
production	cn6-24.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_fixmate	6151979	sge	0	1392314826	1392398012	1392398302	0	0	290	398	11	3830980	0	0	0	0	976316	5	0	12695232	8819936	0	0	0	0	26360	NONE	defaultdepartment	NONE	1	0	410	1798	10	-U production -u lheisler -q production -l h_stack=256M,h_vmem=6G	0	NONE	4812619776	0	0	2014-02-13 13:07:06	2014-02-14 12:13:32	2014-02-14 12:18:22	2014-06-17 22:44:34
production	cn8-28.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_countCovariates	6151980	sge	0	1392314826	1392752366	1392848278	0	0	95912	708761	1187	13520176	0	0	0	0	85559099	13	0	932020808	333040	0	0	0	0	12962968	NONE	defaultdepartment	NONE	1	0	709948	11882071	547	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	18160050176	0	0	2014-02-13 13:07:06	2014-02-18 14:39:26	2014-02-19 17:17:58	2014-06-17 22:52:24
production	cn8-37.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151981	sge	0	1392314826	1392848283	1392885030	0	0	36747	38597	368	4838744	0	0	0	0	25577458	6	0	74724936	126729904	0	0	0	0	17079890	NONE	defaultdepartment	NONE	1	0	38965	645496	97	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17822912512	0	0	2014-02-13 13:07:06	2014-02-19 17:18:03	2014-02-20 03:30:30	2014-06-17 22:52:33
production	cn3-238.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151982	sge	0	1392314826	1392848283	1392889683	0	0	41400	43932	228	4655940	0	0	0	0	27738399	1	0	77403888	131632008	0	0	0	0	6050922	NONE	defaultdepartment	NONE	1	0	44159	734563	101	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17956380672	0	0	2014-02-13 13:07:06	2014-02-19 17:18:03	2014-02-20 04:48:03	2014-06-17 22:52:35
production	cn8-39.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151983	sge	0	1392314827	1392848283	1392880326	0	0	32043	33719	300	4878016	0	0	0	0	21604638	1	0	65005080	110830632	0	0	0	0	13485449	NONE	defaultdepartment	NONE	1	0	34019	564295	85	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17900335104	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-20 02:12:06	2014-06-17 22:52:32
production	cn3-216.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151984	sge	0	1392314827	1392848283	1392877724	0	0	29441	31233	179	4868960	0	0	0	0	24509771	1	0	60899672	103757544	0	0	0	0	1408807	NONE	defaultdepartment	NONE	1	0	31412	521720	79	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17889837056	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-20 01:28:44	2014-06-17 22:52:32
production	cn3-241.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151985	sge	0	1392314827	1392848283	1392879695	0	0	31412	33285	178	4597172	0	0	0	0	21681080	15	0	59439832	101036232	0	0	0	0	4262583	NONE	defaultdepartment	NONE	1	0	33463	555436	77	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17888116736	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-20 02:01:35	2014-06-17 22:52:32
production	cn8-38.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151986	sge	0	1392314827	1392848283	1392874914	0	0	26631	27953	152	5843188	0	0	0	0	20579776	2	0	54292704	92412616	0	0	0	0	1524954	NONE	defaultdepartment	NONE	1	0	28105	465529	71	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17889890304	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-20 00:41:54	2014-06-17 22:52:31
production	cn3-242.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151987	sge	0	1392314827	1392848283	1392873965	0	0	25682	27329	148	4745924	0	0	0	0	18066785	1	0	50252232	85199088	0	0	0	0	3664462	NONE	defaultdepartment	NONE	1	0	27477	455818	65	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17888260096	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-20 00:26:05	2014-06-17 22:52:31
production	cn6-21.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151988	sge	0	1392314827	1392848283	1392873318	0	0	25035	25749	141	3668332	0	0	0	0	18372686	30	0	47434840	80390040	0	0	0	0	805876	NONE	defaultdepartment	NONE	1	0	25891	428035	62	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17812475904	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-20 00:15:18	2014-06-17 22:52:31
production	cn3-233.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151989	sge	0	1392314827	1392848283	1392867012	0	0	18729	19925	107	4558776	0	0	0	0	12552840	14	0	36025976	60757272	0	0	0	0	2589784	NONE	defaultdepartment	NONE	1	0	20032	333102	47	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17893019648	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 22:30:12	2014-06-17 22:52:31
production	cn3-217.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151990	sge	0	1392314827	1392848283	1392869627	0	0	21344	22458	150	4792052	0	0	0	0	16829344	16	0	43295336	73093184	0	0	0	0	993462	NONE	defaultdepartment	NONE	1	0	22609	375188	56	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17836720128	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 23:13:47	2014-06-17 22:52:31
production	cn3-235.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151991	sge	0	1392314827	1392848283	1392870985	0	0	22702	24065	128	4575304	0	0	0	0	14889209	17	0	42622464	72024928	0	0	0	0	3179447	NONE	defaultdepartment	NONE	1	0	24193	400816	55	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17889673216	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 23:36:25	2014-06-17 22:52:31
production	cn3-236.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151992	sge	0	1392314827	1392848283	1392870161	0	0	21878	22711	127	4782056	0	0	0	0	15204635	8	0	42162288	71431720	0	0	0	0	2887174	NONE	defaultdepartment	NONE	1	0	22838	378628	55	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17892966400	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 23:22:41	2014-06-17 22:52:31
production	cn3-250.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151993	sge	0	1392314827	1392848283	1392864585	0	0	16302	17293	94	4577864	0	0	0	0	11397763	2	0	30810912	52583216	0	0	0	0	2265253	NONE	defaultdepartment	NONE	1	0	17387	287929	40	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17891143680	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 21:49:45	2014-06-17 22:52:31
production	cn3-251.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151994	sge	0	1392314827	1392848283	1392864747	0	0	16464	17160	248	2805144	0	0	0	0	9430991	1	0	28626872	48448872	0	0	0	0	19543380	NONE	defaultdepartment	NONE	1	0	17407	287369	37	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17754386432	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 21:52:27	2014-06-17 22:52:31
production	cn8-37.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151995	sge	0	1392314827	1392848283	1392861862	0	0	13579	14305	124	4900896	0	0	0	0	10178178	14	0	27649200	46843552	0	0	0	0	4928247	NONE	defaultdepartment	NONE	1	0	14430	238495	36	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17768550400	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 21:04:22	2014-06-17 22:52:31
production	cn8-34.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151996	sge	0	1392314827	1392848283	1392860875	0	0	12592	12989	407	4669988	0	0	0	0	9201307	17	0	25356000	42426648	0	0	0	0	4758850	NONE	defaultdepartment	NONE	1	0	13396	221206	33	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17753939968	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 20:47:55	2014-06-17 22:52:31
production	cn3-238.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151997	sge	0	1392314827	1392848283	1392860811	0	0	12528	13238	68	4795208	0	0	0	0	8474170	1	0	23135600	39007192	0	0	0	0	1845504	NONE	defaultdepartment	NONE	1	0	13305	219750	30	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17762275328	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 20:46:51	2014-06-17 22:52:31
production	cn8-32.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151998	sge	0	1392314827	1392848283	1392860488	0	0	12205	12853	120	4787252	0	0	0	0	9266698	1	0	25180168	42533024	0	0	0	0	5199025	NONE	defaultdepartment	NONE	1	0	12973	214836	33	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17818038272	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 20:41:28	2014-06-17 22:52:31
production	cn3-245.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6151999	sge	0	1392314827	1392848283	1392855744	0	0	7461	7892	44	4542352	0	0	0	0	5519767	17	0	14451304	23741424	0	0	0	0	1096455	NONE	defaultdepartment	NONE	1	0	7937	131165	18	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17821483008	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 19:22:24	2014-06-17 22:52:29
production	cn8-39.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6152000	sge	0	1392314827	1392848283	1392857586	0	0	9303	9780	79	4862520	0	0	0	0	7351102	1	0	19332960	32405720	0	0	0	0	2955012	NONE	defaultdepartment	NONE	1	0	9858	162805	25	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17759465472	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 19:53:06	2014-06-17 22:52:30
production	cn3-216.hpc.oicr.on.ca	oicruser	lheisler	gatk_HALT0001.bam_table_recal	6152001	sge	0	1392314827	1392848283	1392854143	0	0	5860	6180	37	4862120	0	0	0	0	5293762	1	0	12016216	20415464	0	0	0	0	315077	NONE	defaultdepartment	NONE	1	0	6217	102866	16	-U production -u lheisler -q production -l h_stack=256M,h_vmem=20G	0	NONE	17887772672	0	0	2014-02-13 13:07:07	2014-02-19 17:18:03	2014-02-19 18:55:43	2014-06-17 22:52:28
